Row Number,Region Alias,Latitude,Longitude
243,Buki,-16.9205934,35.253304
244,Belmonte,-1.2276385,116.8123832
245,Geçitkale,18.2028605,-73.8874799
246,Tanque Novo,-8.2334215,114.3787108
247,Londrina,34.1228075,134.5990156
248,Komsomolsk-on-Amur,18.2540705,-70.3600393
249,Craiova,50.0022253,8.1937267
250,Sawan,40.7132136,-74.2120629
251,Cap Skirring,-6.3414379,106.9831434
252,Lander,29.164409,116.78956
253,Steamboat Bay,6.53333,124.03333
254,La Dorada,-9.0020538,125.6478189
255,New Orleans,50.749001,15.702767
256,Olathe,47.8018062,38.4885354
257,Adak Island,40.039342,116.260921
258,Catamarca,30.077787,108.892527
259,Amery,-6.5912415,105.9053689
260,Jaén,13.7191394,100.2207634
261,,52.8801,40.5526
262,High Prairie,24.884626,104.308675
263,,49.8681673,12.7437969
264,Gobabis,24.304673,113.136459
265,Fort Lewis/Tacoma,33.0227476,-117.1382404
266,Indian Springs,-13.527778,-73.363333
267,Holy Cross,30.274084,120.15507
268,Djambala,50.222479,19.772052
269,Higuerote,36.2863829,120.2504861
270,Húsavík,-40.6032394,175.3756249
271,El Reno,7.5294,124.694803
272,Voinjama,9.0056327,-62.6471664
273,Hatteras,17.1274104,-61.846772
274,Caen/Carpiquet,24.370937,117.925685
275,Birmingham,32.032275,118.449305
276,Kuala Lumpur,41.1572852,-8.434873
277,Homestead,20.6729456,-103.7379675
278,Eureka,21.856289,103.3413048
279,Qionghai,38.7102377,-90.3042778
280,Częstochowa,13.6441828,4.0337846
281,Khasab,-7.690753,109.2861268
282,Davenport,61.9581691,14.8300464
283,Oriximiná,-7.2282295,108.6056873
284,Nanjing,64.5958098,18.6763669
285,Wekweètì,2.481207,-76.6990172
286,Carora,35.3772103,36.1328132
287,Punta Arenas,25.200027,119.482942
288,Lipetsk,7.8890971,-72.4966896
289,Meru-Kinna,33.347316,120.16366
290,Mekoryuk,3.7430671,102.5456981
291,Viña Del Mar,10.5280095,106.4994889
292,Bangkok,7.5932558,122.7995493
293,Houston,32.695172,109.026836
294,Honningsvåg,19.1641495,-71.7889374
295,Linden,40.104785,117.116756
296,Grand Canyon,10.4816837,-66.8603112
297,Salem,26.647661,106.630153
298,Pereira,50.300542,2.801689
299,Sardeh Band,15.4910185,-91.765785
300,Wabush,46.2279096,-63.1016755
301,Liuzhou,35.9015016,-81.138279
302,Colonia Catriel,57.4388568,42.1747981
303,Fort Meade(Odenton),-8.2156978,113.9001141
304,Krasnoselkup,-7.934176,-35.2920979
305,Sandstone,10.586582,122.142091
306,,51.4393178,18.3993464
307,Wilmington,10.2838456,-84.3863987
308,,38.9680341,121.4703114
309,Kegaska,38.5574091,-121.4848927
310,,41.8062766,-87.6482474
311,Gagnoa,50.2568193,31.781765
312,Makini,-10.2122281,-36.8371852
313,Shay Gap,13.4840159,-87.6950899
314,Medicine Hat,-22.8521905,-46.3160679
315,Tremiti Islands,10.379923,-74.881979
316,Fort Leonard Wood,16.05287,43.70929
317,,-14.19396,-73.54213
318,St. John's,18.4458276,-96.3598367
319,Key West,49.6766897,19.6231329
320,Gozo,29.7182191,-8.9769851
321,Winter Haven,41.1844529,19.5627596
322,Kumasi,39.949597,116.474285
323,La Güera,-0.1634664,35.5931397
324,Inverness,-7.025171,107.5168417
325,Hatzfeldhaven,15.988415,120.3899324
326,Tasu,8.6427567,124.770152
327,Wahiawa,36.591213,109.493107
328,Inyati,48.853463,2.4836829
329,Bartica,34.3983716,-2.8935028
330,Namutoni,48.8120404,2.2718631
331,Belaga,44.9532375,17.3583673
332,Sable Island,7.5823695,125.8470159
333,,-22.9106154,44.5266466
334,Beru,-16.1178235,23.2960171
335,Okha,46.5450722,39.5813214
336,Lismore,10.4572081,-84.5522224
337,Windhoek,54.1463269,12.1186173
338,Aktau,54.0297214,28.0892299
339,Clear Lake,61.9919,-49.6572
340,Fort Scott,-17.3878955,-145.582949
341,Miami,53.8595684,21.3130974
342,Bengbu,43.1795227,45.4045219
343,Batticaloa,-37.9973752,-57.5825246
344,Palermo,18.4701829,-69.9844492
345,Thetford,37.832557,-8.2423289
346,Ordu,27.123078,104.727418
347,Toulouse/Blagnac,-3.3072032,-39.3621196
348,Tachina,31.5769405,72.4156898
349,Fort Rucker Ozark,52.86673,-104.61768
350,,-24.7869452,-65.4128686
351,Vallegrande,16.7184323,121.97007
352,Sumbawa Island,49.989968,22.3314395
353,Mc Minnville,41.3006835,-8.4787949
354,Dushanbe,-7.4720926,108.6324073
355,Peoria,38.7226348,-9.0038291
356,Conceição Das Alagoas,23.092389,113.657419
357,Edremit,-3.0181855,115.1592718
358,Christmas Creek,27.246947,114.702652
359,Flateyri,16.5544,44.29048
360,Clovis,32.9287227,132.7122629
361,,51.700259,30.6625433
362,Los Angeles,42.7352907,24.2595187
363,Washington,53.948639,46.6995979
364,Lehu,33.9352916,133.0604733
365,Puerto La Victoria,14.4184896,-90.2440545
366,Owen Sound,25.423994,119.038321
367,Utica,-5.9007717,-76.1129048
368,Sri Aman,15.3954121,-88.0534236
369,Cat Island,33.288467,100.435347
370,Iboki,-34.588234,-58.6876178
371,Poza Rica,52.0424689,21.3991045
372,Rajahmundry,13.0958903,8.0028892
373,El Salvador,-21.2484875,-45.0013747
374,,58.9982038,22.7468094
375,Jenpeg,29.079175,119.64742
376,Izu Oshima,11.9913493,108.9383377
377,Brady,-4.270039,-81.2133262
378,Yevlakh,27.91072,104.540674
379,Amol,59.4907385,33.7584959
380,,30.0130557,31.2088526
381,Auki,15.4560208,119.9548363
382,Gabala,-17.543301,-70.017471
383,Ryazan,52.1705764,17.6900802
384,Deming,-7.8748176,110.3255365
385,Stronsay,53.4507552,84.1556369
386,Rayong,16.0655913,120.5877148
387,Fuvahmulah Island,47.2265307,2.0598182
388,Matthews Ridge,34.073572,100.695534
389,Quadra Island,34.395562,113.740529
390,Bathurst,15.58224,108.11422
391,Ordos,21.241735,-77.8267218
392,Hiva Oa Island,41.1961503,-8.4156809
393,Alofi,51.5742615,5.0840393
394,,3.8291336,-74.8039205
395,Elk City,47.395226,8.5216392
396,Groennedal,-7.3162208,140.4308159
397,Maragheh,41.326318,109.327018
398,Vopnafjörður,13.559532,123.2715608
399,Wick,25.112046,99.161761
400,Bagani,60.6466216,17.0064517
401,Ambryn Island,55.5792489,37.604585
402,Gomel,39.639488,110.606483
403,Pago Pago,14.0804623,-90.3793599
404,,53.3519942,83.7638288
405,Houailou,44.6441724,-63.6010175
406,,31.7751564,117.2102637
407,Kufra,42.972096,126.746309
408,Tacheng,7.7688818,125.8239543
409,Sudest Island,-8.0604636,112.6285385
410,Garden City,50.5580426,136.9943857
411,Boku,59.3544768,18.0283975
412,La Grande,-5.5018917,-45.2464996
413,Quzhou,11.8514489,3.6547195
414,Villa Dolores,50.5837638,34.4904643
415,Bulolo,59.2933395,18.0994673
416,Andros Island,19.4392516,-99.1636051
417,Wad Medani,46.4830794,4.6072477
418,Huatulco,52.803304,51.1735574
419,Chickasha,35.4318343,-97.4922407
420,Menominee,-6.1130137,106.1610343
421,Böblingen,25.5025179,49.5999539
422,Kyzyl,38.0970415,21.4183073
423,Big Trout Lake,48.9969392,31.4022422
424,Sabadell,48.0793507,20.7653961
425,Hoedspruit,14.5346437,121.0133007
426,Kuujjuaq,16.2656641,120.4139777
427,,57.7818019,14.1268727
428,Lumbala N'guimbo,52.7251027,17.6532993
429,Adana,53.8298337,20.275033
430,San Angelo,51.7783026,4.693265
431,Mitchell Plateau,44.00012,-77.13275
432,Enejit Island,13.0742447,101.0084698
433,Mulatupo,38.371268,114.393598
434,Ailinglapalap Atoll,61.148769,-149.8010811
435,Denver,40.0896078,-7.0929707
436,Kili Island,63.8898032,23.9240625
437,Castaway Island,12.4830445,15.4390254
438,Mount Holly,42.4922477,21.5985177
439,Elmira/Corning,6.839006,-72.696951
440,,-7.1044542,107.9146687
441,Wang-an,49.9936338,20.0199888
442,Dayton,-8.401854,114.118103
443,Berlin,41.1,23.633333
444,Puerto Lempira,-9.6701,119.0511
445,,24.67964,102.71159
446,Orange Walk,8.016667,-80.45
447,Fatima Mission,23.12911,113.264385
448,,45.5206082,18.6747675
449,Ciudad Mante,0.7821696,120.5307881
450,,17.361305,121.879282
451,Ponta Porã,-12.0463731,-77.042754
452,,48.777799,1.9639754
453,Los Angeles,-6.3123461,106.4965434
454,Novo Progresso,40.1578309,44.3793997
455,Tomsk,59.9715263,18.6031762
456,Ituberá,-3.0245897,115.9881867
457,Hengchung,-34.6261642,-58.4754013
458,Musina,-22.7186089,-42.6279835
459,Fayetteville,36.289265,116.456187
460,,31.874138,103.573122
461,Tadmur,-8.7261,116.4644
462,San Fernando,35.937102,116.470304
463,Drummond Island,52.029753,113.5177301
464,Epi Island,-7.633333,108.133333
465,Ashford,-27.990857,26.724185
466,,14.565668,121.0317737
467,,45.3532302,15.8650719
468,Middle Caicos,44.9442659,20.2192192
469,Sibiti,52.2467948,87.1321485
470,Leeuwarden,34.7220005,-5.1441842
471,Agrinion,59.4180182,27.5120803
472,Kambuaya-Papua Island,40.199887,116.728714
473,Ilaka,10.7578263,106.7012968
474,,41.11028,21.01139
475,Kokoda,-12.5477492,-40.2271243
476,Dehradun,58.2843499,82.8176788
477,Lublin,45.2303117,20.2078344
478,Gizo,40.8452606,43.8346178
479,Mataram,8.4937903,124.635164
480,Marshall,60.7099757,46.4179523
481,Lannion,43.4088284,16.9139651
482,Newman,54.20802,50.4676343
483,Laredo,56.8813564,56.570105
484,Tottori,49.86228,19.97924
485,Salekhard,55.6849184,12.5506988
486,Albany,50.9040233,17.8430924
487,Rahim Yar Khan,8.0693651,123.535497
488,Puerto Leguízamo,32.477977,35.253787
489,Buffalo,-7.511308,108.6517064
490,Ouagadougou,58.478361,6.8567623
491,Mc Minnville,-6.8604554,-51.4309582
492,,24.315499,109.410683
493,Brockville,49.2389409,-121.7658827
494,Broadus,57.9289181,12.5332741
495,Grímsey,-20.4438418,-44.7653198
496,Dryden,40.020575,116.291322
497,Jaffrey,49.9935,36.230383
498,Charlottesville,67.1355975,20.6859936
499,Soroako-Celebes Island,41.7820601,20.0881443
500,Blythe,50.4883784,30.3330935
501,Fayetteville,29.020827,110.637506
502,Kamur-Papua Island,55.6689972,12.5409879
503,Steamboat Bay,48.0684339,7.3273853
504,Kushiro,18.9237513,-70.4144776
505,Vila Real,19.4325127,-99.1218024
506,Sabadell,35.498159,106.330646
507,Naoro Vilage,-7.846761,110.3440238
508,Statesville,-8.1297,113.1213
509,,-16.5625267,-41.8402054
510,Merritt,-8.1649,124.668
511,Quthing,-14.2412572,31.3198491
512,Vipingo Estate,35.0863004,-85.1790404
513,Bayreuth,11.6155109,104.3791912
514,Medicine Hat,41.129239,-8.207141
515,Shihezi,30.1762897,31.2067851
516,Santa Cruz Do Sul,52.8801,40.5526
517,Olsztyn,11.9227104,37.6998424
518,Huánuco,-8.0670006,111.907307
519,Muting,7.8231145,6.0732146
520,White Sands,56.3289836,116.1168555
521,Yuzhno-Sakhalinsk,-13.6616515,-73.3767641
522,Bamfield,53.213319,-6.67045
523,Tarbes/Lourdes/Pyrénées,-7.5045992,112.542328
524,St Michael,52.6656693,36.3693158
525,Miri,12.7166672,121.3666687
526,Jacksonville,9.1254001,98.8803925
527,Welverdiend,59.3269612,13.4662133
528,Tarija,35.9202328,39.1595698
529,Wells,32.7274015,-97.2706807
530,Belize City,11.1270398,39.6363314
531,Launceston,31.8808504,36.8308031
532,Kar Kar Island,10.0805006,6.1752377
533,Cold Lake,-8.4592507,-76.4619911
534,Tarbes/Lourdes/Pyrénées,52.5693104,13.3714743
535,Stronsay,45.416456,-73.9160797
536,Anvik,37.1448926,138.8255274
537,Fakfak-Papua Island,-6.4712737,110.8171082
538,Pechora,39.577106,117.120033
539,Guemar,26.66061,119.526299
540,Tripoli,13.8206796,120.9814426
541,Woodie Woodie,49.5474598,16.2620907
542,Lomé,3.592116,98.668662
543,Akrotiri,28.572029,109.482078
544,Jeon Ju,22.1960179,92.2947639
545,Akieni,59.2154931,11.0101588
546,Bournemouth,41.407302,22.6642592
547,Isparta,24.7266705,88.148657
548,Atinjoe-Papua Island,36.7284026,53.8101659
549,Arlington,38.5305761,68.5545252
550,Alpurrurulam,28.168408,120.482198
551,Scranton,17.622182,120.6190252
552,Aumo,-11.9590294,-43.2134484
553,Villa Garzón,18.455503,-70.202889
554,Anvik,52.182304,-8.9342111
555,Dadu,12.4317585,4.1956212
556,Kurgan-Tyube,-7.6052823,109.5151561
557,Limbunya,-19.3298294,47.6849007
558,Iranamadu,16.6500928,121.2238236
559,Marcala,30.909922,115.943284
560,Bhurban,-3.2581112,-79.9553924
561,Grumeti Game Reserve,7.8231145,6.0732146
562,Kulik Lake,-18.0197815,31.067907
563,,17.7116584,100.3477801
564,Moscow,59.3398021,18.0802922
565,Virac,22.919769,113.618216
566,Thomasville,-21.7712926,-47.0856897
567,Suria,-7.4574955,108.8408547
568,Bamako,-7.4652278,-37.7662816
569,Mananara Nord,33.044814,106.656635
570,Itaituba,66.0733463,33.0544476
571,Port-Menier,49.387383,1.0839961
572,Ørland,52.87728,15.52966
573,Balimo,11.565435,-85.9917437
574,Huvadhu Atoll,41.407302,22.6642592
575,Tzaneen,25.454084,119.007777
576,Salisbury,-6.8448925,108.7883125
577,Cáceres,-6.343448,106.2003019
578,Chicago/Romeoville,50.94076,16.49474
579,Hearst,44.724837,17.3220709
580,Mumbai,-15.4524821,-47.6093177
581,Salinas,30.164169,118.271111
582,San Antonio,-24.2449065,-65.2605303
583,Birmingham,29.367984,111.177234
584,Huambo,48.3688297,14.4310149
585,Bahia Inutil,46.208449,106.7088124
586,Parasi,32.47304,35.0936
587,Wekweètì,9.3607067,-83.7145811
588,Mandera,42.199015,21.8297133
589,Kulik Lake,-34.9044677,-58.5743103
590,Gorom-Gorom,-21.224741,-50.863384
591,Campbell River,-7.011204,108.0257828
592,Pingtung,23.2033136,116.371665
593,Toowoomba,34.683646,112.469023
594,"Sta Cruz de la Palma, La Palma Island",35.000262,102.910493
595,Spanish Town,25.112046,99.161761
596,San Rafael,-6.9158643,112.4351068
597,Baidoa,34.82828,135.6292708
598,,29.482508,116.726929
599,Murmansk,36.285616,115.147814
600,Dillon,-9.9876076,39.6982485
601,Gjoa Haven,45.4560254,9.1257661
602,Imane,-35.3714074,174.0890941
603,,-5.282644,123.5839983
604,,5.3245686,-66.054451
605,Berkshire,-34.6161437,-58.5238406
606,Vestmannaeyjar,14.6634634,-89.8468753
607,Khonuu,-8.1637036,-79.002342
608,,12.7867105,39.5433388
609,New Orleans,-23.3549445,-47.8451996
610,,-6.7189946,111.0479956
611,Suntar,11.7775345,10.4494906
612,,47.931513,1.920754
613,Port Williams,24.546876,107.04219
614,Calama,61.0962323,28.8780526
615,,44.8373278,18.7330664
616,Haifa,20.4915633,106.0081819
617,Entrance Island,-20.94333,55.327338
618,,13.4597697,44.0127731
619,Puerto Jimenez,23.701262,117.430061
620,Kalokol,14.7601863,-87.606295
621,Lamar,39.306292,-7.6444333
622,Yoro,39.1971979,-84.4578361
623,Nicosia,21.8528313,104.0836104
624,Lake Gregory,39.7284944,-121.8374777
625,South Naknek,40.401045,117.998902
626,Showt,39.9368237,116.4442945
627,Den Helder,22.251924,112.794065
628,,-18.998706,-47.058302
629,Baie-Comeau,21.6936233,-78.6313624
630,Pendleton,-6.8005667,111.2099808
631,Kangaroo Island,44.6939722,18.9959549
632,Votuporanga,-16.5625267,-41.8402054
633,Charata,16.491213,107.7399345
634,Kaduna,30.54251,119.9774
635,Cafunfo,38.8794495,-6.9706535
636,Chesterfield Inlet,7.7085722,122.8673554
637,White Sulphur Springs,56.6444907,14.224297
638,La Esperanza,55.439054,37.7662154
639,Opuwa,41.1283966,25.1850002
640,Rampart,21.0556654,92.2039933
641,Sherbrooke,-24.30724,29.51076
642,Saskylakh,57.9423223,12.5710873
643,Goshen,27.7327603,30.8396598
644,,36.1296961,-79.8567326
645,Valletta,59.9506531,32.7362252
646,Baku,38.6690462,-9.2412678
647,São Pedro,-8.0703862,111.8903946
648,Kamur-Papua Island,52.7301035,22.6886729
649,Şırnak,47.8225694,0.3908219
650,Tainan City,-13.9705607,-71.8326771
651,Barisal,55.4109698,78.2605492
652,Kaédi,50.8822214,16.3195565
653,Dallas,15.2958539,103.2940689
654,Quebec,14.3839328,121.050126
655,Sand Point,53.9256842,51.2577545
656,Beckley,25.962888,119.523266
657,Orchid Island,53.158984,-7.185387
658,Chutes-des-Passes,38.0135829,23.8218079
659,Casper,-5.0173504,122.8704925
660,Rio Branco,-6.9263243,110.084385
661,Ndalatandos,37.6156855,62.1571349
662,Sabu-Sawu Island,26.489902,113.772655
663,Notodden,40.5317434,44.7159759
664,Magnitogorsk,22.3179093,-79.6558242
665,Melbourne,39.974179,116.293727
666,Tidjikja,15.5211125,-86.2209316
667,Johannesburg,48.100558,39.967849
668,Katsina,4.8413815,-72.9899505
669,,38.8944448,-8.0208303
670,Pinar Del Rio,13.4926528,-89.0251022
671,Luderitz,29.16113,112.683016
672,Qazvin,42.0264858,43.5525727
673,Parry Sound,30.7016468,104.0663422
674,Tullahoma,38.8148898,141.5661378
675,Whalsay,57.9895226,31.3547855
676,San Carlos,30.304377,103.686294
677,Ubrub-Papua Island,36.588392,115.891646
678,Tivat,31.2303904,121.4737021
679,Phan Rang,48.4990903,7.3118635
680,Coffman Cove,55.16667,-118.80271
681,Rostock,14.436147,120.4901456
682,Sullivan Bay,27.872028,112.969479
683,Fort Huachuca Sierra Vista,40.6280245,117.2536039
684,Hato Corozal,14.5638721,121.0327599
685,Bamu,-22.1432288,48.0059825
686,Venâncio Aires,-6.7116892,111.2815216
687,Orchid Island,45.4815563,4.3637137
688,Santa Cruz Do Sul,-26.6119534,-49.0075714
689,Pratt,53.149977,140.6634789
690,Teixeira De Freitas,37.6917333,126.597295
691,Gladstone,0.0265717,18.2970692
692,Kundiawa,40.9557367,-8.5885858
693,Christiansted St Croix,-7.8225811,110.3615247
694,Puerto Plata,4.141254,117.6485192
695,Tijuana,6.6058668,-0.7117137
696,Nice,12.610537,-70.0533844
697,Ironstone,38.7988434,-9.4143322
698,Venetie,53.4619521,27.215089
699,Neuquen,51.3948213,6.6518329
